case_id,p_state,ylat,xlong,p_year,p_cap_ac,p_cap_dc,region,division
401476,AL,34.833813,-87.838258,2016,75.0,100.2,South,East South Central
401865,AL,31.332202,-85.730144,2017,10.6,12.7,South,East South Central
401866,AL,33.626383,-85.939984,2017,7.4,9.7,South,East South Central
402674,AL,34.611222,-86.624293,2017,10.0,12.5,South,East South Central
401807,AL,32.871904,-85.39706,2017,79.2,116.9,South,East South Central
402688,AL,34.951948,-86.866187,2018,15.9,20.0,South,East South Central
403007,AL,34.766082,-87.9202,2021,227.0,294.0,South,East South Central
401345,AL,32.30477,-84.991003,2015,30.0,41.5,South,East South Central
404620,AL,32.202311,-86.325071,2020,100.0,130.0,South,East South Central
404683,AL,31.007337,-86.593864,2020,80.0,80.0,South,East South Central
404922,AZ,33.355906,-112.915082,2022,60.0,60.0,West,Mountain
401622,AZ,33.340897,-112.950747,2016,154.0,210.0,West,Mountain
400125,AZ,33.158993,-111.481623,2011,20.0,23.7,West,Mountain
400201,AZ,34.724115,-112.432264,2012,19.0,21.0,West,Mountain
400401,AZ,34.689322,-112.402614,2011,10.4,11.7,West,Mountain
400374,AZ,35.022825,-114.162449,2012,9.0,10.0,West,Mountain
400437,AZ,33.49817,-112.813276,2013,14.8,19.3,West,Mountain
401075,AZ,32.145812,-110.87957,2013,9.0,12.7,West,Mountain
400148,AZ,32.981357,-113.498003,2014,290.0,398.6,West,Mountain
400857,AZ,31.494163,-111.006063,2014,6.0,7.2,West,Mountain
401479,AZ,32.042663,-110.959069,2016,16.0,21.5,West,Mountain
400939,AZ,32.03087,-110.958585,2014,29.0,35.0,West,Mountain
400845,AZ,32.948588,-112.769774,2014,37.12,51.0,West,Mountain
401069,AZ,33.144218,-112.661591,2015,11.2,15.6,West,Mountain
400128,AZ,33.52506,-112.382458,2015,11.2,15.6,West,Mountain
400203,AZ,33.020959,-112.661797,2011,17.6,22.5,West,Mountain
400289,AZ,34.587837,-113.175721,2011,15.0,16.6,West,Mountain
400416,AZ,33.381248,-113.18452,2012,15.0,16.9,West,Mountain
400552,AZ,32.370827,-111.238244,2012,20.0,25.3,West,Mountain
400226,AZ,32.371832,-111.283242,2013,26.46,26.5,West,Mountain
401076,AZ,32.099647,-110.81571,2012,5.1,6.6,West,Mountain
400250,AZ,33.345446,-112.923848,2012,170.0,235.1,West,Mountain
400349,AZ,32.6395,-114.431353,2013,37.44,52.0,West,Mountain
400240,AZ,33.298671,-112.827225,2013,129.0,174.9,West,Mountain
400014,AZ,34.294474,-109.27154,2014,13.62,16.4,West,Mountain
401214,AZ,33.041452,-111.451962,2015,45.0,57.5,West,Mountain
401311,AZ,34.983955,-114.55634,2015,4.4,5.3,West,Mountain
401688,AZ,33.051117,-111.340769,2016,50.0,62.6,West,Mountain
401726,AZ,32.554828,-111.280849,2017,40.0,57.7,West,Mountain
402236,AZ,35.349159,-113.914259,2018,46.0,64.5,West,Mountain
401295,AZ,32.170516,-110.897011,2014,12.6,16.4,West,Mountain
400758,AZ,32.257451,-110.156832,2015,55.0,75.9,West,Mountain
401664,AZ,32.066676,-109.921281,2016,20.5,23.0,West,Mountain
402067,AZ,32.068285,-109.888694,2017,20.0,24.7,West,Mountain
402528,AZ,32.875696,-111.546455,2018,20.0,30.9,West,Mountain
400290,AZ,32.365016,-112.831304,2011,4.5,5.0,West,Mountain
400199,AZ,35.241588,-114.004585,2011,1.0,1.2,West,Mountain
400156,AZ,32.099521,-110.811275,2010,1.2,1.6,West,Mountain
401609,AZ,32.268153,-110.151375,2016,30.0,37.7,West,Mountain
400323,AZ,33.268352,-111.613368,2012,19.0,25.2,West,Mountain
400507,AZ,33.026566,-113.356482,2013,14.0,21.0,West,Mountain
400595,AZ,33.82314,-112.24089,2012,6.0,7.6,West,Mountain
400757,AZ,32.101847,-110.813116,2014,1.0,1.0,West,Mountain
400330,AZ,32.107057,-110.824225,2011,1.9,2.0,West,Mountain
401621,AZ,33.331271,-112.923389,2016,100.8,136.5,West,Mountain
400202,AZ,33.034607,-112.661625,2011,17.0,21.0,West,Mountain
400193,AZ,32.289889,-111.032982,2010,0.9,1.1,West,Mountain
400204,AZ,33.027149,-113.348204,2012,16.0,39.6,West,Mountain
400274,AZ,32.686077,-114.495993,2015,5.7,5.0,West,Mountain
400334,AZ,32.868853,-111.771846,2011,2.0,2.2,West,Mountain
400408,AZ,32.117216,-110.819418,2012,4.5,5.0,West,Mountain
400599,AZ,33.356339,-111.803663,2011,2.5,2.5,West,Mountain
401975,AZ,33.354277,-112.839341,2020,158.0,199.2,West,Mountain
403572,AZ,33.771081,-113.654525,2020,32.5,42.0,West,Mountain
403674,AZ,32.85423,-111.502706,2021,100.0,135.0,West,Mountain
402234,AZ,36.787247,-110.2405,2019,55.3,76.3,West,Mountain
403643,AZ,33.319211,-112.816655,2021,150.0,199.2,West,Mountain
404187,AZ,32.034942,-110.898385,2021,130.0,135.0,West,Mountain
400031,AZ,34.677792,-112.40593,2002,3.0,3.4,West,Mountain
400371,AZ,33.417858,-112.574539,2011,3.3,4.3,West,Mountain
403257,AZ,32.831954,-111.573906,2020,100.0,121.4,West,Mountain
403718,AZ,34.994777,-114.553771,2016,10.0,13.8,West,Mountain
404926,AZ,32.141669,-110.883906,2022,12.5,15.6,West,Mountain
400825,AZ,31.555551,-110.320155,2017,17.7,22.2,West,Mountain
404512,AZ,33.345243,-111.601785,2013,4.0,4.1,West,Mountain
404704,AZ,32.242474,-111.258304,2022,3.0,3.8,West,Mountain
400761,AZ,32.105004,-110.822521,2012,5.0,6.1,West,Mountain
404536,AZ,32.101778,-110.819001,2019,2.0,2.5,West,Mountain
401819,AZ,35.303874,-114.01518,2017,4.4,5.0,West,Mountain
401400,AR,33.637733,-92.703473,2015,12.5,16.6,South,West South Central
402231,AR,34.439473,-91.440052,2018,81.0,125.6,South,West South Central
403140,AR,36.080038,-94.065986,2019,5.0,5.8,South,West South Central
402043,AR,36.164209,-94.082412,2016,1.0,1.7,South,West South Central
402634,AR,34.638448,-92.578479,2017,1.0,1.5,South,West South Central
402650,AR,35.467069,-93.515203,2017,5.0,6.5,South,West South Central
403528,AR,33.479286,-91.358479,2020,100.0,140.0,South,West South Central
403141,AR,36.070581,-94.233524,2019,5.0,5.8,South,West South Central
404090,AR,34.985351,-90.800303,2021,1.0,1.3,South,West South Central
404091,AR,35.03992,-90.806966,2021,1.0,1.3,South,West South Central
404163,AR,35.307688,-93.924372,2021,5.0,6.3,South,West South Central
404480,AR,34.415717,-93.201249,2021,1.0,1.3,South,West South Central
404572,AR,35.220318,-91.692678,2019,100.0,145.2,South,West South Central
404613,AR,35.469595,-93.444894,2020,2.2,2.8,South,West South Central
404680,AR,35.300128,-93.737387,2020,1.5,1.8,South,West South Central
400192,CA,36.177598,-120.109391,2012,20.0,26.8,West,Pacific
400339,CA,33.26524,-116.327979,2014,6.3,8.9,West,Pacific
400403,CA,34.707428,-118.304671,2013,20.0,25.6,West,Pacific
400537,CA,34.708588,-118.274109,2013,1.5,2.0,West,Pacific
400325,CA,36.175836,-120.115552,2013,20.0,27.7,West,Pacific
400564,CA,34.903488,-118.242989,2014,20.0,20.9,West,Pacific
400583,CA,36.941045,-120.046435,2011,1.0,1.1,West,Pacific
400586,CA,32.967109,-115.532695,2011,1.0,1.2,West,Pacific
400319,CA,35.801176,-119.110889,2010,1.0,1.1,West,Pacific
400490,CA,34.665582,-118.288133,2013,1.5,1.8,West,Pacific
400139,CA,35.990852,-120.106656,2011,6.0,7.0,West,Pacific
400635,CA,34.552307,-117.456763,2013,1.5,1.9,West,Pacific
400234,CA,38.253092,-121.279023,2011,2.9,3.7,West,Pacific
400567,CA,35.017969,-118.171566,2014,10.0,11.1,West,Pacific
400533,CA,34.50918,-117.153822,2013,1.0,1.4,West,Pacific
400266,CA,33.923347,-116.594548,2012,2.4,2.4,West,Pacific
400381,CA,34.618626,-117.939522,2012,2.0,2.3,West,Pacific
400530,CA,34.655113,-118.051145,2013,2.0,2.6,West,Pacific
400625,CA,34.166356,-116.235876,2014,18.5,24.1,West,Pacific
400457,CA,36.387268,-119.255203,2014,3.5,4.2,West,Pacific
400304,CA,34.654388,-117.971144,2012,1.3,1.7,West,Pacific
400413,CA,38.50153,-121.693001,2013,2.5,2.5,West,Pacific
400531,CA,34.650621,-118.051936,2013,1.5,2.0,West,Pacific
400235,CA,38.237911,-121.338061,2011,2.9,3.7,West,Pacific
400532,CA,34.647943,-118.061071,2013,4.0,5.4,West,Pacific
400458,CA,36.211927,-119.133777,2014,4.0,4.8,West,Pacific
400070,CA,38.231937,-122.092698,2008,0.9,1.1,West,Pacific
400575,CA,33.565188,-114.918553,2012,4.0,4.6,West,Pacific
400072,CA,34.594302,-117.194878,2009,0.9,1.1,West,Pacific
400073,CA,38.410856,-121.926425,2009,2.0,2.6,West,Pacific
400576,CA,33.923044,-116.530143,2013,2.2,2.9,West,Pacific
400539,CA,34.601219,-117.643653,2013,2.0,2.7,West,Pacific
400534,CA,34.64378,-118.162135,2014,4.0,5.1,West,Pacific
400038,CA,36.759626,-120.365926,2010,5.0,6.3,West,Pacific
400140,CA,35.985182,-120.101408,2011,20.0,25.0,West,Pacific
400419,CA,34.853599,-116.683863,2013,1.5,1.6,West,Pacific
400601,CA,32.983337,-115.481892,2014,6.0,7.5,West,Pacific
400535,CA,34.669019,-118.061156,2013,1.5,2.0,West,Pacific
400271,CA,38.338753,-121.431259,2011,1.0,1.2,West,Pacific
400303,CA,36.538178,-119.426157,2011,1.0,1.2,West,Pacific
400536,CA,34.69513,-118.062578,2013,1.5,2.0,West,Pacific
400563,CA,34.904113,-118.251246,2014,20.0,26.2,West,Pacific
400501,CA,39.373372,-121.684357,2013,1.0,1.2,West,Pacific
400459,CA,36.100484,-119.038005,2014,3.5,4.2,West,Pacific
400502,CA,39.373289,-121.681455,2013,2.5,3.0,West,Pacific
400280,CA,38.469518,-121.182478,2012,3.0,3.8,West,Pacific
400284,CA,38.463103,-121.180088,2012,3.0,3.8,West,Pacific
400282,CA,38.466028,-121.178084,2012,3.0,3.8,West,Pacific
400311,CA,38.28355,-121.461629,2012,0.9,1.2,West,Pacific
400310,CA,38.282099,-121.465542,2012,2.8,3.6,West,Pacific
400305,CA,34.654383,-117.973256,2012,1.3,1.7,West,Pacific
400570,CA,33.568471,-114.917988,2012,4.0,4.4,West,Pacific
400067,CA,33.566907,-114.918045,2008,0.9,1.2,West,Pacific
400246,CA,35.368633,-120.03261,2014,585.9,752.1,West,Pacific
400222,CA,35.103963,-118.954207,2014,19.57,26.4,West,Pacific
400121,CA,34.128028,-118.206682,2013,1.0,1.1,West,Pacific
400491,CA,34.664956,-118.286848,2013,1.5,1.8,West,Pacific
400407,CA,34.043323,-117.097058,2012,1.3,1.3,West,Pacific
400382,CA,34.174111,-116.152878,2012,2.0,2.2,West,Pacific
400108,CA,34.480112,-117.257817,2010,1.0,1.0,West,Pacific
400412,CA,34.51231,-117.481927,2013,17.5,22.3,West,Pacific
400118,CA,34.319539,-118.431426,2017,2.2,2.2,West,Pacific
400326,CA,35.402755,-119.038053,2009,1.1,1.2,West,Pacific
400369,CA,35.647639,-119.716317,2012,1.5,1.8,West,Pacific
400376,CA,34.122638,-117.939375,2015,2.5,3.2,West,Pacific
400065,CA,38.400022,-121.964362,2008,0.9,1.1,West,Pacific
400161,CA,38.657468,-121.733703,2010,1.0,1.1,West,Pacific
400332,CA,38.516214,-121.475657,2012,2.0,2.3,West,Pacific
400181,CA,32.7622,-115.783372,2016,148.7,182.3,West,Pacific
400281,CA,38.363565,-121.385352,2012,5.0,6.2,West,Pacific
400522,CA,34.398252,-116.869667,2014,10.0,12.2,West,Pacific
400184,CA,36.395424,-120.107782,2011,15.0,17.6,West,Pacific
400183,CA,36.52382,-120.123306,2011,20.0,24.6,West,Pacific
400372,CA,37.736402,-120.988417,2012,25.8,31.3,West,Pacific
400414,CA,36.141884,-120.132734,2013,10.0,12.9,West,Pacific
400500,CA,35.815505,-119.451017,2013,20.2,23.5,West,Pacific
400347,CA,33.823568,-115.394115,2014,313.7,399.0,West,Pacific
400626,CA,33.085561,-115.471515,2014,155.1,194.1,West,Pacific
400185,CA,36.37817,-120.123959,2011,15.0,18.5,West,Pacific
400286,CA,38.347677,-121.41057,2012,5.0,6.2,West,Pacific
400377,CA,33.245914,-115.495117,2012,23.0,28.5,West,Pacific
400116,CA,34.547517,-117.440508,2012,10.0,11.4,West,Pacific
400191,CA,36.424422,-120.341163,2012,20.0,26.3,West,Pacific
400190,CA,36.527411,-120.313283,2012,10.0,13.1,West,Pacific
400351,CA,35.901922,-119.438642,2012,50.0,66.0,West,Pacific
400350,CA,35.909054,-119.426903,2012,20.0,26.0,West,Pacific
400117,CA,35.229696,-118.193516,2013,8.5,9.8,West,Pacific
400424,CA,34.171191,-116.153642,2013,12.0,14.6,West,Pacific
400420,CA,34.189891,-116.091639,2013,8.5,11.0,West,Pacific
400324,CA,36.163408,-119.650315,2013,20.0,25.5,West,Pacific
400402,CA,36.221314,-119.829948,2013,20.0,27.0,West,Pacific
400504,CA,36.142132,-119.572919,2013,20.0,26.0,West,Pacific
400543,CA,32.745065,-115.726842,2013,147.4,201.9,West,Pacific
400251,CA,34.929474,-118.333067,2012,110.0,143.0,West,Pacific
400164,CA,35.317457,-119.925656,2013,250.0,312.9,West,Pacific
400141,CA,35.980693,-120.102349,2011,19.0,24.0,West,Pacific
400044,CA,38.450118,-121.164255,2008,1.0,1.3,West,Pacific
400393,CA,36.678879,-119.79754,2012,1.5,1.8,West,Pacific
400394,CA,38.515353,-121.401009,2010,3.0,3.4,West,Pacific
400436,CA,38.56146,-121.259196,2012,1.0,1.2,West,Pacific
400451,CA,33.597048,-114.571952,2015,1.5,1.8,West,Pacific
400450,CA,33.598564,-114.571681,2015,1.5,1.8,West,Pacific
400454,CA,36.505254,-119.540118,2013,3.7,4.2,West,Pacific
400456,CA,36.265953,-119.128349,2014,3.5,4.2,West,Pacific
400571,CA,38.135935,-121.148813,2014,1.5,1.9,West,Pacific
400573,CA,38.121389,-121.140603,2014,1.0,1.4,West,Pacific
400585,CA,37.633492,-122.139854,2010,1.6,1.9,West,Pacific
400587,CA,33.89107,-116.543137,2014,4.0,5.0,West,Pacific
400615,CA,37.890378,-120.525809,2013,1.5,1.9,West,Pacific
400385,CA,38.644086,-121.172447,2010,1.0,1.2,West,Pacific
400150,CA,34.792128,-118.435099,2014,241.5,279.0,West,Pacific
400168,CA,33.293521,-116.352258,2013,26.0,26.5,West,Pacific
400221,CA,35.299856,-118.846316,2014,60.0,81.6,West,Pacific
400233,CA,38.36581,-121.414346,2011,18.0,21.9,West,Pacific
400242,CA,36.942735,-120.158887,2009,1.0,1.2,West,Pacific
400247,CA,38.613694,-121.162278,2009,3.0,3.6,West,Pacific
400273,CA,35.634879,-117.652331,2012,11.12,13.8,West,Pacific
400572,CA,35.557914,-120.681818,2014,1.5,2.1,West,Pacific
400057,CA,33.591974,-114.742253,2009,21.0,26.4,West,Pacific
400136,CA,36.629772,-120.891311,2018,140.0,188.0,West,Pacific
400248,CA,38.611219,-121.168241,2010,2.7,2.4,West,Pacific
400503,CA,35.874844,-119.451879,2013,20.0,26.0,West,Pacific
400540,CA,33.703743,-114.764833,2016,270.6,339.3,West,Pacific
404604,CA,38.34787,-121.111904,2020,160.0,212.8,West,Pacific
400050,CA,36.783741,-119.714009,2008,1.2,1.3,West,Pacific
400071,CA,33.565266,-114.903852,2006,0.9,1.2,West,Pacific
400165,CA,36.028665,-119.073924,2012,5.0,7.0,West,Pacific
400200,CA,37.750828,-122.483522,2010,4.5,5.0,West,Pacific
400212,CA,37.858419,-120.895417,2009,1.3,1.6,West,Pacific
400252,CA,33.908674,-116.560154,2012,4.0,5.0,West,Pacific
400277,CA,33.666084,-114.65691,2009,1.2,1.2,West,Pacific
400565,CA,35.048908,-118.163909,2013,5.0,5.1,West,Pacific
400383,CA,34.907637,-117.920591,2011,3.0,3.3,West,Pacific
401051,CA,36.141488,-119.582386,2015,19.75,28.0,West,Pacific
400989,CA,34.612272,-117.939586,2015,9.98,11.5,West,Pacific
400834,CA,36.221972,-119.910352,2014,19.41,26.3,West,Pacific
401259,CA,33.116481,-116.001614,2015,20.0,27.0,West,Pacific
401260,CA,33.109168,-116.002991,2015,30.0,40.0,West,Pacific
401452,CA,37.120529,-120.324509,2015,20.0,26.5,West,Pacific
401461,CA,37.366707,-121.151644,2016,20.0,28.0,West,Pacific
400828,CA,36.214536,-119.806731,2016,102.0,127.9,West,Pacific
400926,CA,36.230414,-119.912225,2016,100.0,134.4,West,Pacific
401130,CA,36.391972,-120.243421,2016,60.0,84.1,West,Pacific
401190,CA,35.831023,-119.049593,2016,14.0,18.2,West,Pacific
401191,CA,35.82219,-119.039789,2016,20.0,26.0,West,Pacific
401492,CA,35.855438,-119.068501,2016,20.0,26.0,West,Pacific
401378,CA,36.876816,-120.667732,2017,20.0,27.5,West,Pacific
401491,CA,35.996053,-120.151899,2017,15.8,21.4,West,Pacific
401129,CA,36.554384,-120.339146,2017,20.0,27.9,West,Pacific
401264,CA,36.54837,-120.345676,2017,9.0,11.7,West,Pacific
401456,CA,35.872013,-120.339384,2017,130.0,172.6,West,Pacific
401462,CA,34.901577,-119.590942,2017,40.0,56.1,West,Pacific
401415,CA,34.829497,-118.470955,2016,75.0,94.9,West,Pacific
400713,CA,34.716572,-118.291834,2014,5.0,6.0,West,Pacific
400716,CA,34.723656,-118.293789,2014,1.5,2.1,West,Pacific
400720,CA,34.727542,-118.296354,2014,6.49,9.1,West,Pacific
401408,CA,34.727199,-118.313086,2016,20.0,25.9,West,Pacific
401411,CA,34.726891,-118.302936,2016,40.0,51.1,West,Pacific
401062,CA,34.698237,-118.337643,2015,20.0,22.5,West,Pacific
401068,CA,34.69278,-118.327867,2014,19.7,28.4,West,Pacific
401267,CA,35.020441,-118.278367,2016,20.0,25.0,West,Pacific
400647,CA,34.72545,-118.308755,2016,10.0,12.8,West,Pacific
401262,CA,34.613611,-117.936188,2016,2.0,2.7,West,Pacific
401131,CA,35.608789,-119.844433,2019,20.0,25.0,West,Pacific
400652,CA,34.696333,-118.06252,2011,1.0,1.1,West,Pacific
400714,CA,34.712088,-118.290546,2014,1.5,2.1,West,Pacific
400715,CA,34.711913,-118.291986,2014,1.5,2.1,West,Pacific
404518,CA,33.233067,-117.001487,2013,5.0,6.8,West,Pacific
400638,CA,34.544533,-117.192798,2013,1.5,1.9,West,Pacific
400884,CA,34.701058,-118.124893,2014,1.0,1.1,West,Pacific
400696,CA,35.146166,-118.887207,2014,12.0,15.7,West,Pacific
400903,CA,36.831899,-121.404082,2014,1.5,2.2,West,Pacific
400636,CA,34.550338,-117.192742,2013,1.5,1.9,West,Pacific
401369,CA,36.147519,-119.588717,2016,21.19,28.3,West,Pacific
400722,CA,34.58338,-117.341455,2014,2.0,2.4,West,Pacific
400813,CA,38.774443,-123.017277,2014,1.5,1.7,West,Pacific
400637,CA,34.496399,-117.143443,2013,1.5,1.9,West,Pacific
400799,CA,33.010667,-116.874251,2013,5.0,6.6,West,Pacific
400881,CA,34.708936,-118.129736,2014,1.0,1.1,West,Pacific
400995,CA,38.00172,-121.703675,2014,1.0,1.2,West,Pacific
401409,CA,34.721409,-118.311349,2016,20.0,22.5,West,Pacific
400697,CA,35.148877,-118.885279,2014,8.0,10.5,West,Pacific
400723,CA,34.584613,-117.342225,2014,1.5,2.1,West,Pacific
400721,CA,34.582289,-117.341622,2014,2.0,2.7,West,Pacific
400953,CA,36.129361,-119.541797,2014,19.76,27.2,West,Pacific
401394,CA,36.585348,-120.383854,2018,200.0,281.8,West,Pacific
400659,CA,35.587142,-115.428453,2016,299.5,340.4,West,Pacific
401393,CA,36.570855,-120.399372,2016,205.3,257.7,West,Pacific
400977,CA,35.415837,-119.629409,2016,19.5,26.0,West,Pacific
401006,CA,35.416024,-119.638251,2015,20.0,26.0,West,Pacific
401032,CA,35.61905,-119.568936,2015,20.0,26.0,West,Pacific
401050,CA,35.1246,-119.240648,2015,22.0,25.0,West,Pacific
400836,CA,35.323547,-118.820816,2015,14.99,18.8,West,Pacific
400999,CA,35.247032,-118.034774,2017,36.0,48.2,West,Pacific
401003,CA,35.251895,-118.025072,2016,50.0,56.5,West,Pacific
401001,CA,35.268579,-118.014746,2017,56.0,63.9,West,Pacific
401000,CA,35.259453,-117.998736,2017,45.0,59.6,West,Pacific
401138,CA,35.251658,-117.956571,2016,105.0,136.8,West,Pacific
401002,CA,35.248541,-118.009058,2016,56.0,62.9,West,Pacific
401328,CA,35.24881,-117.973623,2016,155.0,165.0,West,Pacific
401451,CA,34.600019,-117.949057,2015,3.0,4.2,West,Pacific
401266,CA,34.779062,-118.19108,2017,3.0,3.9,West,Pacific
401189,CA,34.042263,-117.361811,2015,1.0,1.2,West,Pacific
401188,CA,34.094045,-117.319013,2015,2.5,3.2,West,Pacific
401049,CA,34.765216,-117.323349,2014,1.5,2.1,West,Pacific
401048,CA,34.766753,-117.323333,2014,1.5,2.1,West,Pacific
401047,CA,34.768035,-117.323327,2014,1.0,1.3,West,Pacific
400880,CA,34.708325,-118.12854,2014,1.5,1.7,West,Pacific
400885,CA,34.701868,-118.124822,2014,1.0,1.1,West,Pacific
400913,CA,34.982066,-117.892042,2012,1.1,1.1,West,Pacific
401015,CA,34.474054,-117.563433,2014,1.5,1.6,West,Pacific
401054,CA,34.412889,-117.469435,2014,1.5,1.7,West,Pacific
401056,CA,34.415766,-117.46979,2014,1.5,1.7,West,Pacific
401055,CA,34.418022,-117.469811,2014,1.5,1.7,West,Pacific
401401,CA,35.31479,-118.988977,2015,1.4,1.4,West,Pacific
400823,CA,34.132314,-118.699522,2014,1.0,1.1,West,Pacific
400984,CA,36.862421,-121.428902,2014,1.5,1.9,West,Pacific
400998,CA,36.30665,-119.629057,2014,3.0,3.6,West,Pacific
400878,CA,33.165624,-115.531885,2016,20.0,22.0,West,Pacific
400640,CA,36.127567,-120.142064,2014,18.0,23.0,West,Pacific
400877,CA,36.136117,-119.558863,2015,12.0,14.9,West,Pacific
400832,CA,35.218894,-119.0791,2014,19.65,26.8,West,Pacific
400831,CA,36.244432,-119.829726,2014,20.0,27.1,West,Pacific
400830,CA,36.613282,-120.383494,2014,19.0,24.9,West,Pacific
400692,CA,35.625756,-119.854284,2015,32.0,43.5,West,Pacific
401052,CA,35.81509,-119.459675,2015,20.02,29.6,West,Pacific
401159,CA,36.928591,-120.805293,2015,20.0,25.9,West,Pacific
401216,CA,35.727086,-119.905588,2015,20.0,25.9,West,Pacific
401046,CA,35.450699,-119.127026,2015,20.0,26.8,West,Pacific
401011,CA,34.926989,-118.357016,2015,18.4,24.3,West,Pacific
400876,CA,35.590715,-119.576132,2015,12.0,16.9,West,Pacific
401213,CA,36.060918,-119.945024,2015,20.0,27.0,West,Pacific
401227,CA,33.252638,-115.497801,2015,20.01,26.0,West,Pacific
400693,CA,36.730527,-120.415146,2015,62.5,73.0,West,Pacific
401198,CA,33.741677,-117.011471,2015,20.0,24.5,West,Pacific
401458,CA,33.97533,-117.405786,2015,7.5,9.4,West,Pacific
401417,CA,38.019462,-121.86437,2015,19.2,25.4,West,Pacific
401197,CA,35.112311,-119.326746,2015,20.0,28.2,West,Pacific
401353,CA,38.520096,-121.740353,2015,13.0,16.3,West,Pacific
401013,CA,37.120708,-121.038838,2015,105.1,135.3,West,Pacific
401438,CA,35.728102,-119.896814,2015,15.0,18.7,West,Pacific
400981,CA,34.603161,-117.936631,2014,5.0,7.0,West,Pacific
400651,CA,36.708224,-121.76899,2010,1.0,1.1,West,Pacific
400653,CA,38.554789,-121.417088,2013,1.0,1.1,West,Pacific
400656,CA,36.20446,-119.417946,2014,3.0,3.6,West,Pacific
400711,CA,38.301001,-121.965191,2013,1.0,1.1,West,Pacific
400751,CA,41.031259,-121.425306,2014,3.0,4.4,West,Pacific
400804,CA,36.66739,-119.416708,2014,1.2,1.6,West,Pacific
400805,CA,39.291776,-121.669962,2014,1.3,1.4,West,Pacific
400806,CA,37.350917,-120.50723,2014,1.5,2.0,West,Pacific
400865,CA,38.400027,-121.962908,2007,1.0,1.0,West,Pacific
400910,CA,37.972281,-121.720347,2013,1.1,1.1,West,Pacific
400911,CA,37.920586,-121.755782,2013,1.3,1.4,West,Pacific
400964,CA,36.318418,-119.213989,2014,4.5,5.4,West,Pacific
400982,CA,37.268698,-120.483314,2014,1.5,1.9,West,Pacific
400983,CA,37.267336,-120.483318,2014,1.5,1.9,West,Pacific
401007,CA,38.585226,-121.467197,2014,1.5,1.5,West,Pacific
401040,CA,36.186375,-119.377771,2011,1.1,3.6,West,Pacific
401043,CA,33.712238,-117.073016,2015,1.3,1.5,West,Pacific
401142,CA,34.54982,-117.466688,2015,1.5,1.8,West,Pacific
401143,CA,34.548893,-117.467441,2015,1.5,1.8,West,Pacific
401154,CA,38.520977,-121.994077,2014,2.0,2.6,West,Pacific
401242,CA,37.057787,-120.649009,2015,1.5,2.0,West,Pacific
401265,CA,36.721849,-120.430096,2015,5.0,7.1,West,Pacific
401273,CA,36.126665,-120.243255,2014,2.6,2.6,West,Pacific
401275,CA,36.126063,-120.247782,2014,1.2,1.6,West,Pacific
401416,CA,39.69908,-122.175386,2016,1.5,2.0,West,Pacific
401359,CA,34.870398,-118.366582,2019,150.0,182.5,West,Pacific
401358,CA,35.021659,-118.28987,2019,20.0,25.0,West,Pacific
401132,CA,37.018864,-120.961889,2019,200.0,239.3,West,Pacific
401457,CA,35.829895,-120.294871,2019,150.0,201.0,West,Pacific
401396,CA,34.662403,-118.084668,2015,1.5,1.8,West,Pacific
401066,CA,34.553839,-117.369657,2015,7.0,7.4,West,Pacific
401067,CA,34.553793,-117.377244,2015,20.0,21.5,West,Pacific
400642,CA,32.800989,-115.546392,2013,20.0,25.2,West,Pacific
400826,CA,35.871483,-119.464992,2014,20.0,26.0,West,Pacific
400980,CA,35.631892,-119.576691,2017,14.7,21.0,West,Pacific
401135,CA,34.649011,-118.084924,2016,20.0,27.8,West,Pacific
401351,CA,34.824081,-118.441196,2016,20.0,25.3,West,Pacific
401414,CA,34.844248,-118.446156,2016,100.0,130.8,West,Pacific
400756,CA,35.321135,-118.812196,2015,16.66,20.9,West,Pacific
400837,CA,35.328168,-118.82064,2015,26.66,33.3,West,Pacific
400972,CA,34.406096,-116.862059,2014,20.0,24.8,West,Pacific
400978,CA,35.423854,-119.628933,2016,19.5,26.0,West,Pacific
401084,CA,34.685814,-117.345262,2015,18.7,23.7,West,Pacific
401410,CA,34.720632,-118.302392,2016,20.0,22.5,West,Pacific
400920,CA,33.210648,-117.178261,2011,1.1,1.1,West,Pacific
401137,CA,36.941297,-119.963177,2020,50.0,67.8,West,Pacific
401352,CA,36.716336,-120.414267,2020,40.0,53.6,West,Pacific
404444,CA,35.668165,-119.876218,2021,16.7,24.9,West,Pacific
403132,CA,34.727487,-118.322374,2021,15.0,19.0,West,Pacific
404603,CA,33.753074,-115.345924,2019,250.0,365.0,West,Pacific
404171,CA,34.168862,-119.053959,2021,3.7,4.7,West,Pacific
404173,CA,33.861247,-117.214039,2021,2.4,3.0,West,Pacific
404294,CA,34.625739,-117.369334,2021,100.0,130.4,West,Pacific
404308,CA,38.097105,-122.140918,2021,5.0,7.0,West,Pacific
404343,CA,40.967375,-124.104405,2021,1.8,2.2,West,Pacific
404374,CA,38.629169,-120.982653,2021,1.3,1.6,West,Pacific
401494,CA,35.845551,-119.057005,2016,15.0,20.0,West,Pacific
401493,CA,35.846421,-119.065818,2016,20.0,26.0,West,Pacific
401495,CA,35.850283,-119.026032,2016,20.0,26.0,West,Pacific
401557,CA,34.686845,-118.311932,2016,5.0,6.3,West,Pacific
